video_id,frame_id,label,left_hand_0_x,left_hand_0_y,left_hand_0_z,left_hand_1_x,left_hand_1_y,left_hand_1_z,left_hand_2_x,left_hand_2_y,left_hand_2_z,left_hand_3_x,left_hand_3_y,left_hand_3_z,left_hand_4_x,left_hand_4_y,left_hand_4_z,left_hand_5_x,left_hand_5_y,left_hand_5_z,left_hand_6_x,left_hand_6_y,left_hand_6_z,left_hand_7_x,left_hand_7_y,left_hand_7_z,left_hand_8_x,left_hand_8_y,left_hand_8_z,left_hand_9_x,left_hand_9_y,left_hand_9_z,left_hand_10_x,left_hand_10_y,left_hand_10_z,left_hand_11_x,left_hand_11_y,left_hand_11_z,left_hand_12_x,left_hand_12_y,left_hand_12_z,left_hand_13_x,left_hand_13_y,left_hand_13_z,left_hand_14_x,left_hand_14_y,left_hand_14_z,left_hand_15_x,left_hand_15_y,left_hand_15_z,left_hand_16_x,left_hand_16_y,left_hand_16_z,left_hand_17_x,left_hand_17_y,left_hand_17_z,left_hand_18_x,left_hand_18_y,left_hand_18_z,left_hand_19_x,left_hand_19_y,left_hand_19_z,left_hand_20_x,left_hand_20_y,left_hand_20_z,right_hand_0_x,right_hand_0_y,right_hand_0_z,right_hand_1_x,right_hand_1_y,right_hand_1_z,right_hand_2_x,right_hand_2_y,right_hand_2_z,right_hand_3_x,right_hand_3_y,right_hand_3_z,right_hand_4_x,right_hand_4_y,right_hand_4_z,right_hand_5_x,right_hand_5_y,right_hand_5_z,right_hand_6_x,right_hand_6_y,right_hand_6_z,right_hand_7_x,right_hand_7_y,right_hand_7_z,right_hand_8_x,right_hand_8_y,right_hand_8_z,right_hand_9_x,right_hand_9_y,right_hand_9_z,right_hand_10_x,right_hand_10_y,right_hand_10_z,right_hand_11_x,right_hand_11_y,right_hand_11_z,right_hand_12_x,right_hand_12_y,right_hand_12_z,right_hand_13_x,right_hand_13_y,right_hand_13_z,right_hand_14_x,right_hand_14_y,right_hand_14_z,right_hand_15_x,right_hand_15_y,right_hand_15_z,right_hand_16_x,right_hand_16_y,right_hand_16_z,right_hand_17_x,right_hand_17_y,right_hand_17_z,right_hand_18_x,right_hand_18_y,right_hand_18_z,right_hand_19_x,right_hand_19_y,right_hand_19_z,right_hand_20_x,right_hand_20_y,right_hand_20_z
hello_0,0,hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,1,hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,2,hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,3,hello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,4,hello,0.26980412006378174,0.5040007829666138,1.9441324639046798e-07,0.29918980598449707,0.5119814276695251,-0.022154550999403,0.32867032289505005,0.49353381991386414,-0.03460083156824112,0.3490583598613739,0.48152703046798706,-0.045980218797922134,0.3680264353752136,0.47714340686798096,-0.057613540440797806,0.3347369134426117,0.3865198493003845,-0.020472608506679535,0.3602030575275421,0.3329584300518036,-0.036829475313425064,0.3744666278362274,0.3019167184829712,-0.050264958292245865,0.38540512323379517,0.2765478789806366,-0.0597962811589241,0.31769588589668274,0.3748059868812561,-0.021718567237257957,0.3436061441898346,0.31774449348449707,-0.036569032818078995,0.3604971468448639,0.28169742226600647,-0.04924517124891281,0.373371422290802,0.25403714179992676,-0.0585356168448925,0.2989702820777893,0.37385332584381104,-0.025865066796541214,0.3203291594982147,0.31855857372283936,-0.040662553161382675,0.33647456765174866,0.28269127011299133,-0.04975561425089836,0.3491972088813782,0.25521916151046753,-0.05535581335425377,0.27736136317253113,0.3816930949687958,-0.03225797787308693,0.2920791804790497,0.3362349569797516,-0.045480385422706604,0.30574002861976624,0.3055693805217743,-0.0507243312895298,0.31756922602653503,0.28111428022384644,-0.05363525077700615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,5,hello,0.2567178010940552,0.44182947278022766,4.054502085182321e-07,0.303150475025177,0.4339960813522339,-0.008592614904046059,0.34091299772262573,0.42395275831222534,-0.015219644643366337,0.3537987470626831,0.41103339195251465,-0.02316214330494404,0.3580847978591919,0.3946113586425781,-0.031578727066516876,0.34621483087539673,0.3294791281223297,0.002278938191011548,0.36954835057258606,0.2869205176830292,-0.009089361876249313,0.38521185517311096,0.2571239769458771,-0.021739451214671135,0.4002058207988739,0.23115958273410797,-0.030419113114476204,0.3309673070907593,0.3170808255672455,-0.0033321951050311327,0.3551720976829529,0.2690037488937378,-0.011663537472486496,0.37316736578941345,0.2348201870918274,-0.023842712864279747,0.3908841609954834,0.20499664545059204,-0.032825469970703125,0.31323128938674927,0.3129216134548187,-0.011247877962887287,0.33343562483787537,0.26646116375923157,-0.019439419731497765,0.3508966267108917,0.23523347079753876,-0.02785385027527809,0.36746835708618164,0.20854146778583527,-0.03334483504295349,0.2912990152835846,0.31914567947387695,-0.020458698272705078,0.30738675594329834,0.28117385506629944,-0.02682611159980297,0.3209039568901062,0.25678327679634094,-0.028646988794207573,0.33513128757476807,0.23528632521629333,-0.029177134856581688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,6,hello,0.27103549242019653,0.39461466670036316,4.0141108570423967e-07,0.3188179135322571,0.3890759348869324,-0.005567224696278572,0.3542739450931549,0.37840673327445984,-0.009578454308211803,0.37197673320770264,0.3617839813232422,-0.015942882746458054,0.372189998626709,0.3379906713962555,-0.02250453270971775,0.3651047646999359,0.27990132570266724,0.011255202814936638,0.38880646228790283,0.23914092779159546,0.0017050859751179814,0.4068041741847992,0.21223211288452148,-0.011007384397089481,0.4252412021160126,0.18840469419956207,-0.01999356411397457,0.3513783812522888,0.26491880416870117,0.004187698010355234,0.37676680088043213,0.21947342157363892,-0.0018560882890596986,0.39718395471572876,0.187811478972435,-0.013533680699765682,0.41894280910491943,0.16033685207366943,-0.022367706522345543,0.33453497290611267,0.25691086053848267,-0.005470610689371824,0.3580924868583679,0.21319258213043213,-0.012006428092718124,0.37787026166915894,0.18234284222126007,-0.020238453522324562,0.39777058362960815,0.15677018463611603,-0.025689207017421722,0.31257086992263794,0.25820446014404297,-0.016517862677574158,0.33263835310935974,0.21965916454792023,-0.021196292713284492,0.3480418920516968,0.19652915000915527,-0.0222407728433609,0.3647576570510864,0.17766690254211426,-0.022408615797758102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,7,hello,0.2908114492893219,0.35849347710609436,3.6583077189789037e-07,0.3368610441684723,0.3567994236946106,-0.0091336565092206,0.37177354097366333,0.3492031693458557,-0.015725258737802505,0.3871229290962219,0.33050060272216797,-0.023664046078920364,0.3893762230873108,0.30705881118774414,-0.03192779794335365,0.3874553143978119,0.2487538754940033,0.004103509243577719,0.4152490794658661,0.20749345421791077,-0.007019306533038616,0.43251511454582214,0.17885679006576538,-0.01993739604949951,0.4485619366168976,0.15245933830738068,-0.02918175235390663,0.3743542730808258,0.23561030626296997,-0.0020090630277991295,0.40363743901252747,0.18953463435173035,-0.010706654749810696,0.4236183762550354,0.15773282945156097,-0.022898873314261436,0.44301173090934753,0.12933441996574402,-0.032158102840185165,0.35727980732917786,0.22813798487186432,-0.010797504335641861,0.38548263907432556,0.18273425102233887,-0.019511409103870392,0.40679576992988586,0.15352104604244232,-0.027830347418785095,0.42664599418640137,0.12814563512802124,-0.03352615237236023,0.33484411239624023,0.2284688949584961,-0.021079687401652336,0.3576049208641052,0.19071358442306519,-0.02804044634103775,0.3759053647518158,0.16824182868003845,-0.029950203374028206,0.394751638174057,0.14888964593410492,-0.030845196917653084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,8,hello,0.30993273854255676,0.3390735685825348,2.7341607733433193e-07,0.34927862882614136,0.3445107936859131,-0.010844608768820763,0.3858546316623688,0.33425235748291016,-0.017132973298430443,0.4005398154258728,0.30987077951431274,-0.023927204310894012,0.39876440167427063,0.28559160232543945,-0.03113524056971073,0.4030991494655609,0.2421739548444748,-0.0026952065527439117,0.43090298771858215,0.19834603369235992,-0.014487355016171932,0.4476150870323181,0.17052477598190308,-0.026366904377937317,0.4632395803928375,0.14539912343025208,-0.03466133400797844,0.39062249660491943,0.22783386707305908,-0.007468231022357941,0.4221499562263489,0.18002094328403473,-0.01684136502444744,0.442230761051178,0.1515684574842453,-0.027412189170718193,0.460237979888916,0.12749014794826508,-0.03532335162162781,0.37408074736595154,0.21895985305309296,-0.014622517861425877,0.40379929542541504,0.17233768105506897,-0.023541675880551338,0.4240986704826355,0.14687708020210266,-0.03009887784719467,0.442040354013443,0.12516850233078003,-0.034620605409145355,0.35238438844680786,0.21545498073101044,-0.023403670638799667,0.3769717812538147,0.17534011602401733,-0.030450692400336266,0.39514514803886414,0.15471753478050232,-0.03193693235516548,0.4131602942943573,0.13684119284152985,-0.0327993668615818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello_0,9,hello,0.31891703605651855,0.3364218473434448,2.3584550490340916e-07,0.35844677686691284,0.3417918384075165,-0.010461644269526005,0.39511188864707947,0.33241865038871765,-0.015423836186528206,0.4090889096260071,0.3086339831352234,-0.021018845960497856,0.40743178129196167,0.28432124853134155,-0.026907112449407578,0.4107365906238556,0.2447340488433838,8.00187699496746e-05,0.43835747241973877,0.203019380569458,-0.010162473656237125,0.4559001922607422,0.17829981446266174,-0.020594682544469833,0.4716401696205139,0.15574578940868378,-0.0279267355799675,0.39869746565818787,0.22981683909893036,-0.004080263432115316,0.431337833404541,0.18703511357307434,-0.01236121729016304,0.45177924633026123,0.16204935312271118,-0.022154061123728752,0.4698200225830078,0.14113357663154602,-0.029542287811636925,0.3826562762260437,0.22016465663909912,-0.0107716741040349,0.4147849678993225,0.17938189208507538,-0.01941785402595997,0.4360770285129547,0.1549849510192871,-0.02683556266129017,0.45450860261917114,0.13545146584510803,-0.03187907114624977,0.3607122004032135,0.21450988948345184,-0.01898491010069847,0.3854621946811676,0.17643246054649353,-0.02608557790517807,0.40302881598472595,0.15650588274002075,-0.028483029454946518,0.42001473903656006,0.14083991944789886,-0.03009074553847313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
